Season,Absence/Suspension,competition,from,until,Days,Games missed,player,url
18/19,Yellow card suspension,Süper Lig,"Oct 21, 2018","Oct 30, 2018",9 Tage,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
16/17,special leave,Süper Lig,"Mar 11, 2017","Mar 18, 2017",7 Tage,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
16/17,Yellow card suspension,Süper Lig,"Feb 11, 2017","Feb 20, 2017",9 Tage,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
14/15,Indirect card suspension,Europa League,"Apr 24, 2015","Sep 16, 2016",511 Tage,?,Jeremain Lens,/jeremain-lens/profil/spieler/38497
12/13,Yellow card suspension,Eredivisie,"May 6, 2013","May 13, 2013",7 Tage,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
19/20,Yellow card suspension,Premier League,"Dec 27, 2019","Dec 29, 2019",2 Tage,1,Moussa Sissoko,/moussa-sissoko/profil/spieler/46001
16/17,Suspension through sports court, ,"Oct 24, 2016","Nov 7, 2016",14 Tage,3,Moussa Sissoko,/moussa-sissoko/profil/spieler/46001
14/15,Yellow card suspension,Premier League,"Dec 7, 2014","Dec 14, 2014",7 Tage,1,Moussa Sissoko,/moussa-sissoko/profil/spieler/46001
17/18,Yellow card suspension,Eredivisie,"Mar 5, 2018","Mar 10, 2018",5 Tage,1,Haris Vuckic,/haris-vuckic/profil/spieler/76560
20/21,Indirect card suspension,Premier League,"Dec 17, 2020","Dec 19, 2020",2 Tage,1,Gabriel,/gabriel/profil/spieler/435338
21/22,Yellow card suspension,Campeonato Brasileiro Série A,"Nov 29, 2021","Dec 3, 2021",4 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
19/20,Yellow card suspension,LaLiga,"Jul 4, 2020","Jul 8, 2020",4 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
18/19,Red card suspension,LaLiga,"Apr 7, 2019","Aug 19, 2019",134 Tage,8,Diego Costa,/diego-costa/profil/spieler/44779
17/18,Yellow card suspension,LaLiga,"Apr 30, 2018","May 7, 2018",7 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
17/18,Indirect card suspension,LaLiga,"Jan 7, 2018","Jan 14, 2018",7 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
16/17,Yellow card suspension,Premier League,"Dec 18, 2016","Dec 27, 2016",9 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
15/16,Suspension through sports court,Premier League,"Mar 21, 2016","Apr 10, 2016",20 Tage,2,Diego Costa,/diego-costa/profil/spieler/44779
15/16,Indirect card suspension,Premier League,"Mar 13, 2016","Mar 20, 2016",7 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
15/16,Yellow card suspension,Premier League,"Dec 27, 2015","Dec 29, 2015",2 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
15/16,Suspension through sports court,Premier League,"Sep 22, 2015","Oct 4, 2015",12 Tage,2,Diego Costa,/diego-costa/profil/spieler/44779
15/16,Suspension through sports court,EFL Cup,"Sep 22, 2015","Sep 24, 2015",2 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
14/15,Suspension through sports court,Premier League,"Jan 30, 2015","Feb 12, 2015",13 Tage,3,Diego Costa,/diego-costa/profil/spieler/44779
14/15,Yellow card suspension,Premier League,"Nov 30, 2014","Dec 4, 2014",4 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
14/15,Yellow card suspension,World Cup qualification Europe,"Oct 13, 2014","Nov 15, 2014",33 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
13/14,Yellow card suspension,LaLiga,"Mar 3, 2014","Mar 10, 2014",7 Tage,1,Diego Costa,/diego-costa/profil/spieler/44779
18/19,No eligibility,Süper Lig,"Aug 16, 2018","Aug 24, 2018",8 Tage,1,Henri Saivet,/henri-saivet/profil/spieler/51540
17/18,special leave,Süper Lig,"May 14, 2018","May 20, 2018",6 Tage,1,Henri Saivet,/henri-saivet/profil/spieler/51540
15/16,Indirect card suspension,Ligue 1,"Sep 12, 2015","Sep 21, 2015",9 Tage,1,Henri Saivet,/henri-saivet/profil/spieler/51540
14/15,Called up to national team, ,"Jan 7, 2015","Feb 9, 2015",33 Tage,6,Henri Saivet,/henri-saivet/profil/spieler/51540
20/21,Red card suspension,Premier League,"Feb 3, 2021","Feb 7, 2021",4 Tage,1,Bernd Leno,/bernd-leno/profil/spieler/72476
10/11,Red card suspension,Premier League,"Dec 26, 2010","Jan 6, 2011",11 Tage,3,Jermain Defoe,/jermain-defoe/profil/spieler/3875
03/04,Red card suspension,First Division (until 03/04),"Nov 9, 2003","Nov 23, 2003",14 Tage,1,Jermain Defoe,/jermain-defoe/profil/spieler/3875
20/21,Indirect card suspension,UEFA Champions League,"Dec 3, 2020","Dec 8, 2020",5 Tage,1,Fred,/fred/profil/spieler/191614
17/18,Indirect card suspension,Premier Liga,"Dec 11, 2017","Feb 18, 2018",69 Tage,1,Fred,/fred/profil/spieler/191614
17/18,Yellow card suspension,Premier Liga,"Sep 17, 2017","Sep 24, 2017",7 Tage,1,Fred,/fred/profil/spieler/191614
16/17,Doping ban, ,"Mar 7, 2017","Jul 27, 2017",142 Tage,18,Fred,/fred/profil/spieler/191614
15/16,Doping ban, ,"Feb 4, 2016","Jun 30, 2016",147 Tage,23,Fred,/fred/profil/spieler/191614
13/14,Yellow card suspension,Premier Liga,"Apr 14, 2014","Apr 17, 2014",3 Tage,1,Fred,/fred/profil/spieler/191614
17/18,Yellow card suspension,DStv Premiership,"Nov 20, 2017","Nov 22, 2017",2 Tage,1,Steven Pienaar,/steven-pienaar/profil/spieler/4321
16/17,Indirect card suspension,Premier League,"Nov 6, 2016","Nov 20, 2016",14 Tage,1,Steven Pienaar,/steven-pienaar/profil/spieler/4321
11/12,No eligibility,Premier League,"Mar 10, 2012","Mar 10, 2012",0 Tage,1,Steven Pienaar,/steven-pienaar/profil/spieler/4321
19/20,Yellow card suspension,SSE Airtricity League Premier Division,"Sep 30, 2019","Oct 7, 2019",7 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
18/19,Yellow card suspension,SSE Airtricity League Premier Division,"May 6, 2019","May 13, 2019",7 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
18/19,Yellow card suspension,SSE Airtricity League Premier Division,"Apr 27, 2019","Apr 30, 2019",3 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
18/19,Red card suspension,SSE Airtricity League Premier Division,"Apr 16, 2019","Apr 20, 2019",4 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
18/19,Yellow card suspension,SSE Airtricity League Premier Division,"Jul 9, 2018","Jul 23, 2018",14 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
17/18,Red card suspension,SSE Airtricity League Premier Division,"Jun 11, 2018","Jun 18, 2018",7 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
15/16,Red card suspension,Premier League 2,"Apr 24, 2016","Aug 16, 2016",114 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
14/15,Yellow card suspension,UEFA EURO U19 Championship Qualifiers,"Mar 27, 2015","Mar 29, 2015",2 Tage,1,Kevin Toner,/kevin-toner/profil/spieler/265132
21/22,Suspended, ,"Aug 26, 2021",-,262 Tage,54,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
19/20,Yellow card suspension,UEFA Champions League,"Feb 26, 2020","Aug 8, 2020",164 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
16/17,Yellow card suspension,Ligue 1,"Feb 18, 2017","Feb 27, 2017",9 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
16/17,Red card suspension, ,"Dec 19, 2016","Jan 16, 2017",28 Tage,4,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
16/17,Indirect card suspension,UEFA Champions League Qualifying,"Aug 18, 2016","Aug 25, 2016",7 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
15/16,Yellow card suspension,Ligue 1,"Nov 16, 2015","Nov 23, 2015",7 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
15/16,Red card suspension,Ligue 1,"Sep 24, 2015","Oct 5, 2015",11 Tage,2,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
14/15,Yellow card suspension,Ligue 1,"May 18, 2015","May 25, 2015",7 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
14/15,Yellow card suspension,Ligue 1,"Jan 19, 2015","Jan 26, 2015",7 Tage,1,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
21/22,Yellow card suspension,Serie A,"Feb 13, 2022","Feb 21, 2022",8 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
20/21,Yellow card suspension,Serie A,"May 9, 2021","May 13, 2021",4 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
20/21,Red card suspension,Italy Cup,"Jan 21, 2021","Jan 28, 2021",7 Tage,2,Lucas Leiva,/lucas-leiva/profil/spieler/41414
20/21,Yellow card suspension,Serie A,"Jan 4, 2021","Jan 7, 2021",3 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
19/20,Yellow card suspension,Serie A,"Dec 23, 2019","Jan 6, 2020",14 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
19/20,Indirect card suspension,Serie A,"Oct 7, 2019","Oct 20, 2019",13 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
19/20,Indirect card suspension,Serie A,"Oct 7, 2019","Oct 20, 2019",13 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
19/20,Red card suspension,Italy Cup,"May 16, 2019","Jan 15, 2020",244 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
18/19,Yellow card suspension,Serie A,"Apr 18, 2019","Apr 21, 2019",3 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
18/19,Yellow card suspension,Serie A,"May 21, 2018","Aug 19, 2018",90 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
17/18,Yellow card suspension,Serie A,"Feb 11, 2018","Feb 20, 2018",9 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
15/16,Yellow card suspension,Premier League,"Nov 22, 2015","Nov 29, 2015",7 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
13/14,Yellow card suspension,Premier League,"Nov 23, 2013","Dec 2, 2013",9 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
13/14,Yellow card suspension,Premier League,"Sep 30, 2013","Jun 4, 2013",118 Tage,1,Lucas Leiva,/lucas-leiva/profil/spieler/41414
08/09,Olympic games, ,"Aug 7, 2008","Aug 23, 2008",16 Tage,2,Lucas Leiva,/lucas-leiva/profil/spieler/41414
17/18,Yellow card suspension,Jupiler Pro League PlayOff II,"Apr 20, 2018","Apr 22, 2018",2 Tage,1,Victorien Angban,/victorien-angban/profil/spieler/178314
17/18,Suspension through sports court,Jupiler Pro League,"Dec 21, 2017","Jan 22, 2018",32 Tage,3,Victorien Angban,/victorien-angban/profil/spieler/178314
16/17,Called up to national team,LaLiga,"Dec 26, 2016","Feb 1, 2017",37 Tage,4,Victorien Angban,/victorien-angban/profil/spieler/178314
15/16,Red card suspension,Jupiler Pro League,"Mar 7, 2016","Mar 28, 2016",21 Tage,2,Victorien Angban,/victorien-angban/profil/spieler/178314
15/16,Red card suspension,Jupiler Pro League,"Feb 1, 2016","Feb 15, 2016",14 Tage,2,Victorien Angban,/victorien-angban/profil/spieler/178314
21/22,Yellow card suspension,Super League 1,"Dec 3, 2021","Dec 7, 2021",4 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
20/21,Indirect card suspension,Süper Lig,"Dec 12, 2020","Dec 19, 2020",7 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
19/20,special leave,Championship,"Dec 21, 2019","Jan 4, 2020",14 Tage,?,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
19/20,special leave,FA Cup,"Dec 21, 2019","Jan 4, 2020",14 Tage,?,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
19/20,special leave,Championship,"Jul 20, 2019","Aug 4, 2019",15 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
18/19,Yellow card suspension,Süper Lig,"Mar 17, 2019","Apr 7, 2019",21 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
18/19,Red card suspension,Süper Lig,"Nov 2, 2018","Dec 9, 2018",37 Tage,4,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
18/19,Red card suspension,Türkiye Kupasi,"Nov 2, 2018","Dec 6, 2018",34 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
18/19,Indirect card suspension,UEFA Champions League,"Sep 18, 2018","Oct 4, 2018",16 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
17/18,special leave,Süper Lig,"Jan 26, 2018","Jan 28, 2018",2 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
17/18,Indirect card suspension,Süper Lig,"Oct 29, 2017","Nov 4, 2017",6 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
16/17,Called up to national team,Süper Lig,"Jan 1, 2017","Jan 30, 2017",29 Tage,3,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
16/17,Called up to national team,Türkiye Kupasi,"Jan 1, 2017","Jan 30, 2017",29 Tage,2,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
16/17,Yellow card suspension,Süper Lig,"Nov 19, 2016","Nov 29, 2016",10 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
15/16,Yellow card suspension,Süper Lig,"Mar 12, 2016","Mar 20, 2016",8 Tage,1,Badou Ndiaye,/badou-ndiaye/profil/spieler/211325
19/20,Red card suspension,Premier League,"Dec 1, 2019","Dec 5, 2019",4 Tage,1,Alisson,/alisson/profil/spieler/105470
19/20,Red card suspension,LaLiga,"Jul 9, 2020","Jul 14, 2020",5 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
19/20,Yellow card suspension,LaLiga,"Jun 14, 2020","Jun 17, 2020",3 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
19/20,Yellow card suspension,LaLiga,"Nov 25, 2019","Dec 1, 2019",6 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
16/17,Yellow card suspension,LaLiga,"Feb 13, 2017","Feb 19, 2017",6 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
15/16,Indirect card suspension,LaLiga,"Jan 18, 2016","Jan 25, 2016",7 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
15/16,Red card suspension,Copa del Rey,"Dec 17, 2015","Jan 7, 2016",21 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
15/16,Yellow card suspension,LaLiga,"Dec 7, 2015","Dec 14, 2015",7 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
13/14,Indirect card suspension,LaLiga,"Feb 24, 2014","Mar 3, 2014",7 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
13/14,Yellow card suspension,LaLiga,"Dec 23, 2013","Jan 6, 2014",14 Tage,1,Vicente Iborra,/vicente-iborra/profil/spieler/65467
19/20,Red card suspension,Ligue 1,"Aug 10, 2019","Sep 2, 2019",23 Tage,3,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
17/18,Indirect card suspension,Premier League,"Aug 14, 2017","Aug 21, 2017",7 Tage,1,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
14/15,Red card suspension,Premier League,"May 19, 2015","May 25, 2015",6 Tage,1,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
14/15,Yellow card suspension,Premier League,"Dec 8, 2014","Dec 15, 2014",7 Tage,1,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
13/14,Yellow card suspension,UEFA Champions League,"Nov 28, 2013","Dec 12, 2013",14 Tage,1,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
12/13,Yellow card suspension,LaLiga,"Apr 28, 2013","May 6, 2013",8 Tage,1,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
19/20,Yellow card suspension,Fortuna Liga,"May 30, 2020","Jun 1, 2020",2 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
18/19,Yellow card suspension,Fortuna Liga Championship Group,"May 15, 2019","May 20, 2019",5 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
18/19,Yellow card suspension,Fortuna Liga,"Apr 5, 2019","Apr 10, 2019",5 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
12/13,Indirect card suspension,Serie A,"Dec 11, 2012","Dec 16, 2012",5 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
11/12,Indirect card suspension,Serie A,"Apr 12, 2012","Apr 23, 2012",11 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
10/11,Yellow card suspension,Serie A,"May 10, 2011","May 16, 2011",6 Tage,1,Libor Kozak,/libor-kozak/profil/spieler/63824
21/22,No eligibility,Super League,"Aug 31, 2021","Dec 31, 2021",122 Tage,13,Gonçalo Cardoso,/goncalo-cardoso/profil/spieler/587106
21/22,No eligibility,Swiss Cup,"Aug 31, 2021","Dec 31, 2021",122 Tage,2,Gonçalo Cardoso,/goncalo-cardoso/profil/spieler/587106
20/21,No eligibility,Super League,"Jan 30, 2021","Feb 1, 2021",2 Tage,1,Gonçalo Cardoso,/goncalo-cardoso/profil/spieler/587106
18/19,Called up to national team,Liga Portugal,"Feb 15, 2019","Feb 28, 2019",13 Tage,2,Gonçalo Cardoso,/goncalo-cardoso/profil/spieler/587106
18/19,Indirect card suspension,Liga Portugal,"Jan 8, 2019","Jan 14, 2019",6 Tage,1,Gonçalo Cardoso,/goncalo-cardoso/profil/spieler/587106
21/22,Called up to national team,Premier League,"Jan 3, 2022","Feb 6, 2022",34 Tage,3,Saïd Benrahma,/said-benrahma/profil/spieler/290532
18/19,Indirect card suspension,Championship,"Sep 30, 2018","Oct 3, 2018",3 Tage,1,Saïd Benrahma,/said-benrahma/profil/spieler/290532
19/20,No eligibility,AFC Champions League,"Nov 19, 2020","Dec 31, 2020",42 Tage,5,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
18/19,Called up to national team, ,"Dec 28, 2018","Jan 26, 2019",29 Tage,7,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
12/13,Olympic games, ,"Jul 12, 2012","Aug 12, 2012",31 Tage,3,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
09/10,Yellow card suspension,K League 1,"Aug 3, 2009","Aug 16, 2009",13 Tage,1,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
08/09,Indirect card suspension,K League 1,"Oct 6, 2008","Oct 20, 2008",14 Tage,1,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
08/09,Olympic games, ,"Jul 31, 2008","Aug 23, 2008",23 Tage,1,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
07/08,Yellow card suspension,"K League Cup ('92-'02,'04-'11)","Jul 4, 2008","Aug 29, 2008",56 Tage,1,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
08/09,Olympic games, ,"Jul 31, 2008","Aug 23, 2008",23 Tage,4,Adam Federici,/adam-federici/profil/spieler/4233
19/20,Red card suspension,Championship,"Jul 2, 2020","Jul 16, 2020",14 Tage,4,Ashley Williams,/ashley-williams/profil/spieler/67355
19/20,Red card suspension,FA Cup,"Jan 2, 2020","Jan 6, 2020",4 Tage,1,Ashley Williams,/ashley-williams/profil/spieler/67355
18/19,Indirect card suspension,Championship,"Aug 23, 2018","Aug 27, 2018",4 Tage,1,Ashley Williams,/ashley-williams/profil/spieler/67355
17/18,Red card suspension,Premier League,"Mar 4, 2018","Apr 1, 2018",28 Tage,3,Ashley Williams,/ashley-williams/profil/spieler/67355
20/21,No eligibility,Liga Portugal,"Oct 27, 2020","Oct 29, 2020",2 Tage,1,João Mário,/joao-mario/profil/spieler/149729
19/20,No eligibility,,"Jul 23, 2020","Aug 31, 2020",39 Tage,?,João Mário,/joao-mario/profil/spieler/149729
18/19,special leave, ,"Mar 13, 2019","Mar 18, 2019",5 Tage,2,João Mário,/joao-mario/profil/spieler/149729
18/19,Suspended,Europa League,"Feb 1, 2019","Mar 15, 2019",42 Tage,4,João Mário,/joao-mario/profil/spieler/149729
18/19,Suspended,UEFA Champions League,"Sep 1, 2018","Dec 31, 2018",121 Tage,6,João Mário,/joao-mario/profil/spieler/149729
16/17,Yellow card suspension,Serie A,"Dec 19, 2016","Dec 22, 2016",3 Tage,1,João Mário,/joao-mario/profil/spieler/149729
12/13,Yellow card suspension,Liga Portugal 2,"Mar 3, 2013","Mar 11, 2013",8 Tage,1,João Mário,/joao-mario/profil/spieler/149729
13/14,Yellow card suspension,Premier League,"Dec 7, 2013","Dec 15, 2013",8 Tage,1,Jonathan Walters,/jonathan-walters/profil/spieler/3306
17/18,Yellow card suspension,Bardzragujn khumb,"Apr 20, 2018","Apr 30, 2018",10 Tage,2,Kwasi Sibo,/kwasi-sibo/profil/spieler/538006
17/18,Yellow card suspension,Bardzragujn khumb,"Oct 29, 2017","Nov 6, 2017",8 Tage,1,Kwasi Sibo,/kwasi-sibo/profil/spieler/538006
18/19,Red card suspension,Championship,"Jan 28, 2019","Feb 4, 2019",7 Tage,1,Jayden Bogle,/jayden-bogle/profil/spieler/465717
19/20,No eligibility,Süper Lig,"Feb 4, 2020","Jul 25, 2020",172 Tage,?,Aly Cissokho,/aly-cissokho/profil/spieler/57515
19/20,No eligibility,Türkiye Kupasi,"Feb 4, 2020","Jun 19, 2020",136 Tage,4,Aly Cissokho,/aly-cissokho/profil/spieler/57515
18/19,Indirect card suspension,Süper Lig,"May 10, 2019","May 19, 2019",9 Tage,1,Aly Cissokho,/aly-cissokho/profil/spieler/57515
18/19,Suspended,Süper Lig,"Feb 6, 2019","Feb 13, 2019",7 Tage,1,Aly Cissokho,/aly-cissokho/profil/spieler/57515
18/19,No eligibility,Süper Lig,"Jul 27, 2018","Aug 31, 2018",35 Tage,3,Aly Cissokho,/aly-cissokho/profil/spieler/57515
20/21,Yellow card suspension,FA Cup,"Feb 10, 2021","Mar 22, 2021",40 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
20/21,Yellow card suspension,Championship,"Dec 2, 2020","Dec 7, 2020",5 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
19/20,Indirect card suspension,Premier League,"Feb 3, 2020","Feb 10, 2020",7 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
19/20,Yellow card suspension,Premier League,"Nov 4, 2019","Nov 10, 2019",6 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
18/19,Yellow card suspension,Premier League,"Feb 24, 2019","Mar 3, 2019",7 Tage,2,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
17/18,Yellow card suspension,LaLiga,"Apr 24, 2018","Apr 28, 2018",4 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
17/18,Yellow card suspension,LaLiga,"Mar 2, 2018","Mar 5, 2018",3 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
17/18,Yellow card suspension,LaLiga,"Nov 6, 2017","Nov 20, 2017",14 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
16/17,Yellow card suspension,LaLiga2,"Jan 16, 2017","Jan 22, 2017",6 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
16/17,Indirect card suspension,LaLiga2,"Oct 3, 2016","Oct 9, 2016",6 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
15/16,Yellow card suspension,LaLiga,"Jan 18, 2016","Jan 25, 2016",7 Tage,1,Jefferson Lerma,/jefferson-lerma/profil/spieler/262980
